binned_coordinates,updated_type,updated_subtype,hour,Count,type_subtype,longitude,latitude
"(-87.64, 41.85)",Accident,Minor,9,1,Accident - Minor,-87.64,41.85
"(-87.63, 41.91)",Accident,Minor,10,3,Accident - Minor,-87.63,41.91
"(-87.65, 41.85)",Accident,Minor,10,2,Accident - Minor,-87.65,41.85
"(-87.63, 41.93)",Accident,Minor,10,2,Accident - Minor,-87.63,41.93
"(-87.6, 41.67)",Accident,Minor,10,1,Accident - Minor,-87.6,41.67
"(-87.63, 41.81)",Accident,Minor,10,1,Accident - Minor,-87.63,41.81
"(-87.63, 41.78)",Accident,Minor,10,1,Accident - Minor,-87.63,41.78
"(-87.59, 41.67)",Accident,Minor,10,1,Accident - Minor,-87.59,41.67
"(-87.63, 41.77)",Accident,Minor,10,1,Accident - Minor,-87.63,41.77
"(-87.63, 41.79)",Accident,Minor,10,1,Accident - Minor,-87.63,41.79
"(-87.74, 41.96)",Accident,Minor,10,1,Accident - Minor,-87.74,41.96
"(-87.63, 41.8)",Accident,Minor,11,2,Accident - Minor,-87.63,41.8
"(-87.74, 41.82)",Accident,Minor,11,2,Accident - Minor,-87.74,41.82
"(-87.75, 41.96)",Accident,Minor,11,2,Accident - Minor,-87.75,41.96
"(-87.65, 41.88)",Accident,Minor,11,2,Accident - Minor,-87.65,41.88
"(-87.65, 41.87)",Accident,Minor,11,2,Accident - Minor,-87.65,41.87
"(-87.61, 41.85)",Accident,Minor,11,2,Accident - Minor,-87.61,41.85
"(-87.66, 41.84)",Accident,Minor,11,2,Accident - Minor,-87.66,41.84
"(-87.72, 41.95)",Accident,Minor,11,2,Accident - Minor,-87.72,41.95
"(-87.62, 41.72)",Accident,Minor,11,1,Accident - Minor,-87.62,41.72
"(-87.59, 41.71)",Accident,Minor,11,1,Accident - Minor,-87.59,41.71
"(-87.63, 41.82)",Accident,Minor,12,4,Accident - Minor,-87.63,41.82
"(-87.62, 41.73)",Accident,Minor,12,3,Accident - Minor,-87.62,41.73
"(-87.64, 41.85)",Accident,Minor,12,3,Accident - Minor,-87.64,41.85
"(-87.72, 41.82)",Accident,Minor,12,3,Accident - Minor,-87.72,41.82
"(-87.78, 41.98)",Accident,Minor,12,3,Accident - Minor,-87.78,41.98
"(-87.69, 41.93)",Accident,Minor,12,3,Accident - Minor,-87.69,41.93
"(-87.59, 41.71)",Accident,Minor,12,2,Accident - Minor,-87.59,41.71
"(-87.63, 41.81)",Accident,Minor,12,2,Accident - Minor,-87.63,41.81
"(-87.75, 41.98)",Accident,Minor,12,2,Accident - Minor,-87.75,41.98
"(-87.59, 41.66)",Accident,Minor,12,2,Accident - Minor,-87.59,41.66
"(-87.65, 41.89)",Accident,Minor,13,9,Accident - Minor,-87.65,41.89
"(-87.64, 41.86)",Accident,Minor,13,6,Accident - Minor,-87.64,41.86
"(-87.74, 41.96)",Accident,Minor,13,6,Accident - Minor,-87.74,41.96
"(-87.67, 41.92)",Accident,Minor,13,5,Accident - Minor,-87.67,41.92
"(-87.62, 41.73)",Accident,Minor,13,4,Accident - Minor,-87.62,41.73
"(-87.66, 41.9)",Accident,Minor,13,4,Accident - Minor,-87.66,41.9
"(-87.69, 41.93)",Accident,Minor,13,4,Accident - Minor,-87.69,41.93
"(-87.72, 41.95)",Accident,Minor,13,4,Accident - Minor,-87.72,41.95
"(-87.59, 41.75)",Accident,Minor,13,4,Accident - Minor,-87.59,41.75
"(-87.64, 41.88)",Accident,Minor,13,4,Accident - Minor,-87.64,41.88
"(-87.75, 41.97)",Accident,Minor,14,8,Accident - Minor,-87.75,41.97
"(-87.75, 41.96)",Accident,Minor,14,7,Accident - Minor,-87.75,41.96
"(-87.62, 41.9)",Accident,Minor,14,6,Accident - Minor,-87.62,41.9
"(-87.65, 41.89)",Accident,Minor,14,6,Accident - Minor,-87.65,41.89
"(-87.69, 41.93)",Accident,Minor,14,5,Accident - Minor,-87.69,41.93
"(-87.64, 41.86)",Accident,Minor,14,4,Accident - Minor,-87.64,41.86
"(-87.62, 41.87)",Accident,Minor,14,4,Accident - Minor,-87.62,41.87
"(-87.63, 41.85)",Accident,Minor,14,4,Accident - Minor,-87.63,41.85
"(-87.71, 41.94)",Accident,Minor,14,4,Accident - Minor,-87.71,41.94
"(-87.63, 41.81)",Accident,Minor,14,3,Accident - Minor,-87.63,41.81
"(-87.62, 41.9)",Accident,Minor,15,6,Accident - Minor,-87.62,41.9
"(-87.64, 41.85)",Accident,Minor,15,6,Accident - Minor,-87.64,41.85
"(-87.67, 41.92)",Accident,Minor,15,6,Accident - Minor,-87.67,41.92
"(-87.63, 41.81)",Accident,Minor,15,5,Accident - Minor,-87.63,41.81
"(-87.64, 41.86)",Accident,Minor,15,4,Accident - Minor,-87.64,41.86
"(-87.66, 41.9)",Accident,Minor,15,4,Accident - Minor,-87.66,41.9
"(-87.65, 41.89)",Accident,Minor,15,4,Accident - Minor,-87.65,41.89
"(-87.68, 41.92)",Accident,Minor,15,3,Accident - Minor,-87.68,41.92
"(-87.63, 41.83)",Accident,Minor,15,3,Accident - Minor,-87.63,41.83
"(-87.88, 41.98)",Accident,Minor,15,3,Accident - Minor,-87.88,41.98
"(-87.64, 41.86)",Accident,Minor,16,5,Accident - Minor,-87.64,41.86
"(-87.64, 41.85)",Accident,Minor,16,5,Accident - Minor,-87.64,41.85
"(-87.65, 41.89)",Accident,Minor,16,4,Accident - Minor,-87.65,41.89
"(-87.62, 41.9)",Accident,Minor,16,4,Accident - Minor,-87.62,41.9
"(-87.67, 41.92)",Accident,Minor,16,3,Accident - Minor,-87.67,41.92
"(-87.66, 41.9)",Accident,Minor,16,3,Accident - Minor,-87.66,41.9
"(-87.72, 41.95)",Accident,Minor,16,3,Accident - Minor,-87.72,41.95
"(-87.59, 41.66)",Accident,Minor,16,2,Accident - Minor,-87.59,41.66
"(-87.63, 41.83)",Accident,Minor,16,2,Accident - Minor,-87.63,41.83
"(-87.66, 41.89)",Accident,Minor,16,2,Accident - Minor,-87.66,41.89
"(-87.62, 41.9)",Accident,Minor,17,8,Accident - Minor,-87.62,41.9
"(-87.65, 41.89)",Accident,Minor,17,5,Accident - Minor,-87.65,41.89
"(-87.66, 41.9)",Accident,Minor,17,3,Accident - Minor,-87.66,41.9
"(-87.75, 41.96)",Accident,Minor,17,2,Accident - Minor,-87.75,41.96
"(-87.6, 41.82)",Accident,Minor,17,2,Accident - Minor,-87.6,41.82
"(-87.63, 41.74)",Accident,Minor,17,2,Accident - Minor,-87.63,41.74
"(-87.81, 41.98)",Accident,Minor,17,2,Accident - Minor,-87.81,41.98
"(-87.64, 41.86)",Accident,Minor,17,2,Accident - Minor,-87.64,41.86
"(-87.65, 41.88)",Accident,Minor,17,2,Accident - Minor,-87.65,41.88
"(-87.77, 41.98)",Accident,Minor,17,2,Accident - Minor,-87.77,41.98
"(-87.64, 41.87)",Accident,Minor,18,6,Accident - Minor,-87.64,41.87
"(-87.65, 41.89)",Accident,Minor,18,5,Accident - Minor,-87.65,41.89
"(-87.63, 41.84)",Accident,Minor,18,4,Accident - Minor,-87.63,41.84
"(-87.65, 41.88)",Accident,Minor,18,4,Accident - Minor,-87.65,41.88
"(-87.73, 41.95)",Accident,Minor,18,4,Accident - Minor,-87.73,41.95
"(-87.64, 41.85)",Accident,Minor,18,3,Accident - Minor,-87.64,41.85
"(-87.66, 41.91)",Accident,Minor,18,3,Accident - Minor,-87.66,41.91
"(-87.6, 41.71)",Accident,Minor,18,3,Accident - Minor,-87.6,41.71
"(-87.76, 41.97)",Accident,Minor,18,2,Accident - Minor,-87.76,41.97
"(-87.75, 41.97)",Accident,Minor,18,2,Accident - Minor,-87.75,41.97
"(-87.66, 41.9)",Accident,Minor,19,7,Accident - Minor,-87.66,41.9
"(-87.65, 41.89)",Accident,Minor,19,5,Accident - Minor,-87.65,41.89
"(-87.65, 41.88)",Accident,Minor,19,4,Accident - Minor,-87.65,41.88
"(-87.7, 41.83)",Accident,Minor,19,4,Accident - Minor,-87.7,41.83
"(-87.65, 41.99)",Accident,Minor,19,4,Accident - Minor,-87.65,41.99
"(-87.64, 41.86)",Accident,Minor,19,3,Accident - Minor,-87.64,41.86
"(-87.63, 41.84)",Accident,Minor,19,3,Accident - Minor,-87.63,41.84
"(-87.63, 41.83)",Accident,Minor,19,3,Accident - Minor,-87.63,41.83
"(-87.66, 41.91)",Accident,Minor,19,3,Accident - Minor,-87.66,41.91
"(-87.74, 41.96)",Accident,Minor,19,3,Accident - Minor,-87.74,41.96
"(-87.65, 41.88)",Accident,Minor,20,6,Accident - Minor,-87.65,41.88
"(-87.64, 41.87)",Accident,Minor,20,6,Accident - Minor,-87.64,41.87
"(-87.74, 41.96)",Accident,Minor,20,5,Accident - Minor,-87.74,41.96
"(-87.65, 41.89)",Accident,Minor,20,5,Accident - Minor,-87.65,41.89
"(-87.66, 41.88)",Accident,Minor,20,4,Accident - Minor,-87.66,41.88
"(-87.64, 41.86)",Accident,Minor,20,4,Accident - Minor,-87.64,41.86
"(-87.75, 41.97)",Accident,Minor,20,4,Accident - Minor,-87.75,41.97
"(-87.75, 41.96)",Accident,Minor,20,4,Accident - Minor,-87.75,41.96
"(-87.64, 41.95)",Accident,Minor,20,3,Accident - Minor,-87.64,41.95
"(-87.64, 41.85)",Accident,Minor,20,3,Accident - Minor,-87.64,41.85
"(-87.65, 41.88)",Accident,Minor,21,8,Accident - Minor,-87.65,41.88
"(-87.64, 41.86)",Accident,Minor,21,7,Accident - Minor,-87.64,41.86
"(-87.64, 41.85)",Accident,Minor,21,7,Accident - Minor,-87.64,41.85
"(-87.65, 41.89)",Accident,Minor,21,6,Accident - Minor,-87.65,41.89
"(-87.73, 41.87)",Accident,Minor,21,5,Accident - Minor,-87.73,41.87
"(-87.74, 41.96)",Accident,Minor,21,5,Accident - Minor,-87.74,41.96
"(-87.77, 41.87)",Accident,Minor,21,5,Accident - Minor,-87.77,41.87
"(-87.63, 41.82)",Accident,Minor,21,4,Accident - Minor,-87.63,41.82
"(-87.69, 41.88)",Accident,Minor,21,4,Accident - Minor,-87.69,41.88
"(-87.71, 41.94)",Accident,Minor,21,4,Accident - Minor,-87.71,41.94
"(-87.72, 41.95)",Accident,Minor,22,8,Accident - Minor,-87.72,41.95
"(-87.65, 41.87)",Accident,Minor,22,6,Accident - Minor,-87.65,41.87
"(-87.65, 41.88)",Accident,Minor,22,6,Accident - Minor,-87.65,41.88
"(-87.79, 41.98)",Accident,Minor,22,5,Accident - Minor,-87.79,41.98
"(-87.74, 41.96)",Accident,Minor,22,5,Accident - Minor,-87.74,41.96
"(-87.64, 41.86)",Accident,Minor,22,4,Accident - Minor,-87.64,41.86
"(-87.67, 41.88)",Accident,Minor,22,4,Accident - Minor,-87.67,41.88
"(-87.65, 41.89)",Accident,Minor,22,4,Accident - Minor,-87.65,41.89
"(-87.63, 41.79)",Accident,Minor,22,4,Accident - Minor,-87.63,41.79
"(-87.64, 41.85)",Accident,Minor,22,3,Accident - Minor,-87.64,41.85
"(-87.66, 41.84)",Accident,Minor,23,6,Accident - Minor,-87.66,41.84
"(-87.65, 41.88)",Accident,Minor,23,5,Accident - Minor,-87.65,41.88
"(-87.63, 41.79)",Accident,Minor,23,5,Accident - Minor,-87.63,41.79
"(-87.72, 41.95)",Accident,Minor,23,5,Accident - Minor,-87.72,41.95
"(-87.76, 41.97)",Accident,Minor,23,4,Accident - Minor,-87.76,41.97
"(-87.66, 41.9)",Accident,Minor,23,4,Accident - Minor,-87.66,41.9
"(-87.78, 41.87)",Accident,Minor,23,4,Accident - Minor,-87.78,41.87
"(-87.62, 41.73)",Accident,Minor,23,3,Accident - Minor,-87.62,41.73
"(-87.65, 41.87)",Accident,Minor,23,3,Accident - Minor,-87.65,41.87
"(-87.64, 41.86)",Accident,Minor,23,3,Accident - Minor,-87.64,41.86
"(-87.62, 41.9)",Accident,Unclassified,0,32,Accident - Unclassified,-87.62,41.9
"(-87.65, 41.89)",Accident,Unclassified,0,27,Accident - Unclassified,-87.65,41.89
"(-87.65, 41.88)",Accident,Unclassified,0,24,Accident - Unclassified,-87.65,41.88
"(-87.64, 41.86)",Accident,Unclassified,0,21,Accident - Unclassified,-87.64,41.86
"(-87.64, 41.87)",Accident,Unclassified,0,20,Accident - Unclassified,-87.64,41.87
"(-87.66, 41.9)",Accident,Unclassified,0,18,Accident - Unclassified,-87.66,41.9
"(-87.64, 41.85)",Accident,Unclassified,0,17,Accident - Unclassified,-87.64,41.85
"(-87.63, 41.76)",Accident,Unclassified,0,17,Accident - Unclassified,-87.63,41.76
"(-87.67, 41.92)",Accident,Unclassified,0,16,Accident - Unclassified,-87.67,41.92
"(-87.79, 41.98)",Accident,Unclassified,0,15,Accident - Unclassified,-87.79,41.98
"(-87.66, 41.9)",Accident,Unclassified,1,25,Accident - Unclassified,-87.66,41.9
"(-87.65, 41.88)",Accident,Unclassified,1,23,Accident - Unclassified,-87.65,41.88
"(-87.65, 41.89)",Accident,Unclassified,1,21,Accident - Unclassified,-87.65,41.89
"(-87.64, 41.87)",Accident,Unclassified,1,17,Accident - Unclassified,-87.64,41.87
"(-87.62, 41.9)",Accident,Unclassified,1,15,Accident - Unclassified,-87.62,41.9
"(-87.67, 41.92)",Accident,Unclassified,1,14,Accident - Unclassified,-87.67,41.92
"(-87.66, 41.91)",Accident,Unclassified,1,12,Accident - Unclassified,-87.66,41.91
"(-87.64, 41.86)",Accident,Unclassified,1,12,Accident - Unclassified,-87.64,41.86
"(-87.67, 41.91)",Accident,Unclassified,1,11,Accident - Unclassified,-87.67,41.91
"(-87.63, 41.91)",Accident,Unclassified,1,11,Accident - Unclassified,-87.63,41.91
"(-87.66, 41.9)",Accident,Unclassified,2,26,Accident - Unclassified,-87.66,41.9
"(-87.62, 41.9)",Accident,Unclassified,2,21,Accident - Unclassified,-87.62,41.9
"(-87.65, 41.88)",Accident,Unclassified,2,17,Accident - Unclassified,-87.65,41.88
"(-87.64, 41.86)",Accident,Unclassified,2,16,Accident - Unclassified,-87.64,41.86
"(-87.65, 41.89)",Accident,Unclassified,2,16,Accident - Unclassified,-87.65,41.89
"(-87.64, 41.85)",Accident,Unclassified,2,14,Accident - Unclassified,-87.64,41.85
"(-87.64, 41.87)",Accident,Unclassified,2,14,Accident - Unclassified,-87.64,41.87
"(-87.62, 41.88)",Accident,Unclassified,2,13,Accident - Unclassified,-87.62,41.88
"(-87.67, 41.91)",Accident,Unclassified,2,10,Accident - Unclassified,-87.67,41.91
"(-87.76, 41.97)",Accident,Unclassified,2,9,Accident - Unclassified,-87.76,41.97
"(-87.65, 41.89)",Accident,Unclassified,3,25,Accident - Unclassified,-87.65,41.89
"(-87.66, 41.9)",Accident,Unclassified,3,21,Accident - Unclassified,-87.66,41.9
"(-87.64, 41.86)",Accident,Unclassified,3,18,Accident - Unclassified,-87.64,41.86
"(-87.65, 41.88)",Accident,Unclassified,3,17,Accident - Unclassified,-87.65,41.88
"(-87.64, 41.85)",Accident,Unclassified,3,16,Accident - Unclassified,-87.64,41.85
"(-87.62, 41.9)",Accident,Unclassified,3,16,Accident - Unclassified,-87.62,41.9
"(-87.66, 41.91)",Accident,Unclassified,3,14,Accident - Unclassified,-87.66,41.91
"(-87.67, 41.92)",Accident,Unclassified,3,13,Accident - Unclassified,-87.67,41.92
"(-87.65, 41.87)",Accident,Unclassified,3,12,Accident - Unclassified,-87.65,41.87
"(-87.63, 41.81)",Accident,Unclassified,3,11,Accident - Unclassified,-87.63,41.81
"(-87.65, 41.88)",Accident,Unclassified,4,21,Accident - Unclassified,-87.65,41.88
"(-87.66, 41.9)",Accident,Unclassified,4,17,Accident - Unclassified,-87.66,41.9
"(-87.62, 41.9)",Accident,Unclassified,4,16,Accident - Unclassified,-87.62,41.9
"(-87.65, 41.89)",Accident,Unclassified,4,15,Accident - Unclassified,-87.65,41.89
"(-87.64, 41.85)",Accident,Unclassified,4,14,Accident - Unclassified,-87.64,41.85
"(-87.64, 41.88)",Accident,Unclassified,4,11,Accident - Unclassified,-87.64,41.88
"(-87.63, 41.81)",Accident,Unclassified,4,11,Accident - Unclassified,-87.63,41.81
"(-87.64, 41.87)",Accident,Unclassified,4,10,Accident - Unclassified,-87.64,41.87
"(-87.66, 41.88)",Accident,Unclassified,4,10,Accident - Unclassified,-87.66,41.88
"(-87.64, 41.86)",Accident,Unclassified,4,9,Accident - Unclassified,-87.64,41.86
"(-87.65, 41.88)",Accident,Unclassified,5,14,Accident - Unclassified,-87.65,41.88
"(-87.63, 41.79)",Accident,Unclassified,5,10,Accident - Unclassified,-87.63,41.79
"(-87.62, 41.9)",Accident,Unclassified,5,10,Accident - Unclassified,-87.62,41.9
"(-87.64, 41.86)",Accident,Unclassified,5,10,Accident - Unclassified,-87.64,41.86
"(-87.66, 41.9)",Accident,Unclassified,5,10,Accident - Unclassified,-87.66,41.9
"(-87.64, 41.85)",Accident,Unclassified,5,9,Accident - Unclassified,-87.64,41.85
"(-87.63, 41.82)",Accident,Unclassified,5,9,Accident - Unclassified,-87.63,41.82
"(-87.63, 41.81)",Accident,Unclassified,5,9,Accident - Unclassified,-87.63,41.81
"(-87.74, 41.82)",Accident,Unclassified,5,7,Accident - Unclassified,-87.74,41.82
"(-87.79, 41.98)",Accident,Unclassified,5,5,Accident - Unclassified,-87.79,41.98
"(-87.62, 41.9)",Accident,Unclassified,6,10,Accident - Unclassified,-87.62,41.9
"(-87.63, 41.84)",Accident,Unclassified,6,8,Accident - Unclassified,-87.63,41.84
"(-87.64, 41.85)",Accident,Unclassified,6,7,Accident - Unclassified,-87.64,41.85
"(-87.65, 41.88)",Accident,Unclassified,6,6,Accident - Unclassified,-87.65,41.88
"(-87.64, 41.86)",Accident,Unclassified,6,6,Accident - Unclassified,-87.64,41.86
"(-87.63, 41.79)",Accident,Unclassified,6,6,Accident - Unclassified,-87.63,41.79
"(-87.74, 41.82)",Accident,Unclassified,6,5,Accident - Unclassified,-87.74,41.82
"(-87.63, 41.78)",Accident,Unclassified,6,5,Accident - Unclassified,-87.63,41.78
"(-87.67, 41.92)",Accident,Unclassified,6,5,Accident - Unclassified,-87.67,41.92
"(-87.66, 41.9)",Accident,Unclassified,6,4,Accident - Unclassified,-87.66,41.9
"(-87.63, 41.78)",Accident,Unclassified,7,10,Accident - Unclassified,-87.63,41.78
"(-87.63, 41.81)",Accident,Unclassified,7,10,Accident - Unclassified,-87.63,41.81
"(-87.63, 41.84)",Accident,Unclassified,7,9,Accident - Unclassified,-87.63,41.84
"(-87.72, 41.95)",Accident,Unclassified,7,8,Accident - Unclassified,-87.72,41.95
"(-87.63, 41.8)",Accident,Unclassified,7,7,Accident - Unclassified,-87.63,41.8
"(-87.62, 41.73)",Accident,Unclassified,7,7,Accident - Unclassified,-87.62,41.73
"(-87.62, 41.9)",Accident,Unclassified,7,6,Accident - Unclassified,-87.62,41.9
"(-87.64, 41.85)",Accident,Unclassified,7,6,Accident - Unclassified,-87.64,41.85
"(-87.66, 41.9)",Accident,Unclassified,7,6,Accident - Unclassified,-87.66,41.9
"(-87.63, 41.91)",Accident,Unclassified,7,5,Accident - Unclassified,-87.63,41.91
"(-87.62, 41.9)",Accident,Unclassified,8,6,Accident - Unclassified,-87.62,41.9
"(-87.63, 41.91)",Accident,Unclassified,8,5,Accident - Unclassified,-87.63,41.91
"(-87.64, 41.87)",Accident,Unclassified,8,5,Accident - Unclassified,-87.64,41.87
"(-87.63, 41.84)",Accident,Unclassified,8,5,Accident - Unclassified,-87.63,41.84
"(-87.63, 41.76)",Accident,Unclassified,8,5,Accident - Unclassified,-87.63,41.76
"(-87.63, 41.81)",Accident,Unclassified,8,5,Accident - Unclassified,-87.63,41.81
"(-87.63, 41.78)",Accident,Unclassified,8,5,Accident - Unclassified,-87.63,41.78
"(-87.64, 41.85)",Accident,Unclassified,8,5,Accident - Unclassified,-87.64,41.85
"(-87.63, 41.8)",Accident,Unclassified,8,4,Accident - Unclassified,-87.63,41.8
"(-87.74, 41.82)",Accident,Unclassified,8,4,Accident - Unclassified,-87.74,41.82
"(-87.63, 41.78)",Accident,Unclassified,9,10,Accident - Unclassified,-87.63,41.78
"(-87.63, 41.84)",Accident,Unclassified,9,9,Accident - Unclassified,-87.63,41.84
"(-87.63, 41.81)",Accident,Unclassified,9,8,Accident - Unclassified,-87.63,41.81
"(-87.62, 41.9)",Accident,Unclassified,9,7,Accident - Unclassified,-87.62,41.9
"(-87.63, 41.76)",Accident,Unclassified,9,6,Accident - Unclassified,-87.63,41.76
"(-87.63, 41.79)",Accident,Unclassified,9,5,Accident - Unclassified,-87.63,41.79
"(-87.59, 41.66)",Accident,Unclassified,9,5,Accident - Unclassified,-87.59,41.66
"(-87.66, 41.9)",Accident,Unclassified,9,4,Accident - Unclassified,-87.66,41.9
"(-87.64, 41.87)",Accident,Unclassified,9,4,Accident - Unclassified,-87.64,41.87
"(-87.65, 41.89)",Accident,Unclassified,9,4,Accident - Unclassified,-87.65,41.89
"(-87.8, 41.98)",Accident,Unclassified,10,13,Accident - Unclassified,-87.8,41.98
"(-87.63, 41.84)",Accident,Unclassified,10,10,Accident - Unclassified,-87.63,41.84
"(-87.64, 41.85)",Accident,Unclassified,10,9,Accident - Unclassified,-87.64,41.85
"(-87.63, 41.82)",Accident,Unclassified,10,9,Accident - Unclassified,-87.63,41.82
"(-87.63, 41.81)",Accident,Unclassified,10,9,Accident - Unclassified,-87.63,41.81
"(-87.71, 41.94)",Accident,Unclassified,10,8,Accident - Unclassified,-87.71,41.94
"(-87.62, 41.73)",Accident,Unclassified,10,8,Accident - Unclassified,-87.62,41.73
"(-87.63, 41.78)",Accident,Unclassified,10,7,Accident - Unclassified,-87.63,41.78
"(-87.63, 41.83)",Accident,Unclassified,10,7,Accident - Unclassified,-87.63,41.83
"(-87.65, 41.88)",Accident,Unclassified,10,7,Accident - Unclassified,-87.65,41.88
"(-87.62, 41.9)",Accident,Unclassified,11,21,Accident - Unclassified,-87.62,41.9
"(-87.63, 41.84)",Accident,Unclassified,11,19,Accident - Unclassified,-87.63,41.84
"(-87.63, 41.81)",Accident,Unclassified,11,19,Accident - Unclassified,-87.63,41.81
"(-87.63, 41.82)",Accident,Unclassified,11,16,Accident - Unclassified,-87.63,41.82
"(-87.67, 41.92)",Accident,Unclassified,11,13,Accident - Unclassified,-87.67,41.92
"(-87.64, 41.86)",Accident,Unclassified,11,12,Accident - Unclassified,-87.64,41.86
"(-87.75, 41.97)",Accident,Unclassified,11,11,Accident - Unclassified,-87.75,41.97
"(-87.64, 41.87)",Accident,Unclassified,11,11,Accident - Unclassified,-87.64,41.87
"(-87.64, 41.85)",Accident,Unclassified,11,11,Accident - Unclassified,-87.64,41.85
"(-87.71, 41.94)",Accident,Unclassified,11,10,Accident - Unclassified,-87.71,41.94
"(-87.64, 41.85)",Accident,Unclassified,12,27,Accident - Unclassified,-87.64,41.85
"(-87.75, 41.97)",Accident,Unclassified,12,23,Accident - Unclassified,-87.75,41.97
"(-87.62, 41.9)",Accident,Unclassified,12,22,Accident - Unclassified,-87.62,41.9
"(-87.74, 41.96)",Accident,Unclassified,12,19,Accident - Unclassified,-87.74,41.96
"(-87.64, 41.86)",Accident,Unclassified,12,18,Accident - Unclassified,-87.64,41.86
"(-87.73, 41.95)",Accident,Unclassified,12,17,Accident - Unclassified,-87.73,41.95
"(-87.63, 41.85)",Accident,Unclassified,12,16,Accident - Unclassified,-87.63,41.85
"(-87.7, 41.93)",Accident,Unclassified,12,16,Accident - Unclassified,-87.7,41.93
"(-87.76, 41.97)",Accident,Unclassified,12,16,Accident - Unclassified,-87.76,41.97
"(-87.8, 41.98)",Accident,Unclassified,12,15,Accident - Unclassified,-87.8,41.98
"(-87.74, 41.96)",Accident,Unclassified,13,31,Accident - Unclassified,-87.74,41.96
"(-87.64, 41.85)",Accident,Unclassified,13,25,Accident - Unclassified,-87.64,41.85
"(-87.65, 41.88)",Accident,Unclassified,13,24,Accident - Unclassified,-87.65,41.88
"(-87.74, 41.82)",Accident,Unclassified,13,21,Accident - Unclassified,-87.74,41.82
"(-87.63, 41.81)",Accident,Unclassified,13,20,Accident - Unclassified,-87.63,41.81
"(-87.65, 41.89)",Accident,Unclassified,13,19,Accident - Unclassified,-87.65,41.89
"(-87.73, 41.95)",Accident,Unclassified,13,19,Accident - Unclassified,-87.73,41.95
"(-87.63, 41.85)",Accident,Unclassified,13,18,Accident - Unclassified,-87.63,41.85
"(-87.7, 41.93)",Accident,Unclassified,13,18,Accident - Unclassified,-87.7,41.93
"(-87.79, 41.98)",Accident,Unclassified,13,18,Accident - Unclassified,-87.79,41.98
"(-87.71, 41.94)",Accident,Unclassified,14,23,Accident - Unclassified,-87.71,41.94
"(-87.63, 41.81)",Accident,Unclassified,14,23,Accident - Unclassified,-87.63,41.81
"(-87.62, 41.9)",Accident,Unclassified,14,21,Accident - Unclassified,-87.62,41.9
"(-87.63, 41.84)",Accident,Unclassified,14,18,Accident - Unclassified,-87.63,41.84
"(-87.63, 41.85)",Accident,Unclassified,14,17,Accident - Unclassified,-87.63,41.85
"(-87.63, 41.83)",Accident,Unclassified,14,17,Accident - Unclassified,-87.63,41.83
"(-87.63, 41.82)",Accident,Unclassified,14,17,Accident - Unclassified,-87.63,41.82
"(-87.7, 41.93)",Accident,Unclassified,14,17,Accident - Unclassified,-87.7,41.93
"(-87.76, 41.97)",Accident,Unclassified,14,16,Accident - Unclassified,-87.76,41.97
"(-87.79, 41.98)",Accident,Unclassified,14,15,Accident - Unclassified,-87.79,41.98
"(-87.65, 41.89)",Accident,Unclassified,15,19,Accident - Unclassified,-87.65,41.89
"(-87.7, 41.93)",Accident,Unclassified,15,17,Accident - Unclassified,-87.7,41.93
"(-87.65, 41.88)",Accident,Unclassified,15,16,Accident - Unclassified,-87.65,41.88
"(-87.63, 41.83)",Accident,Unclassified,15,14,Accident - Unclassified,-87.63,41.83
